keyword,kind,origin,pattern,case_sensitive,tweets,authors,likes,views,english_share,ai_context_share,estimated_precision,peak_day,peak_share_per_100k,peak_lift,verdict,reason,top_posts
Groq,company,seeded,\bgroq\b,False,640,518,35246,6975742,0.6609,0.4734,1.0,2026-09-10,2.3887,11.06,use,"640 originals, 40/40 sampled; peak lift 11.1.","[{""id"": ""2091307423315468715"", ""day"": ""2026-08-22"", ""likes"": 3041, ""excerpt"": ""sharing a new long-form blog post: ai chip architectures\n\nit covers the leading chip architectures (nvidia, amd, tpus, trainium, cerebras, groq) across architec""}, {""id"": ""2092666213914771529"", ""day"": ""2026-08-26"", ""likes"": 1401, ""excerpt"": ""3,431 tokens/s on Gemma 4 31B!\n\nRecent benchmarks on NVIDIA's Groq 3 LPX accelerator show a median output of ~3,400 tokens/s across both 10k and 100k input sequ""}, {""id"": ""2089756460419019240"", ""day"": ""2026-08-18"", ""likes"": 1379, ""excerpt"": ""Cathie Wood says she avoids memory stocks like $MU and $SKHY because she still sees HBM as the most cyclical and commoditized part of the semiconductor stack.\n\n""}]"
SSI,company,seeded,\bSSI\b,True,616,507,34845,2703644,0.6558,0.1039,0.26,2026-09-10,0.8957,2.43,use_with_context,"616 originals, 7/40 sampled are Ilya Sutskever's lab.","[{""id"": ""2095183273903190020"", ""day"": ""2026-09-02"", ""likes"": 9455, ""excerpt"": ""The Office of Legal Counsel has issued a legal opinion clarifying that when a state chooses to participate in the Temporary Assistance for Needy Families (TANF)""}, {""id"": ""2095172580256763994"", ""day"": ""2026-09-02"", ""likes"": 4194, ""excerpt"": ""SNAP and Section 8 cost U.S. taxpayers $138 billion last year, and that is before Medicaid, SSI, and the rest. Food is expensive in part because 42 million peop""}, {""id"": ""2093630938534343162"", ""day"": ""2026-08-29"", ""likes"": 3527, ""excerpt"": ""WHAT THE HELL NEUKDAENGZ HOW DID YOU THAT???? PLS CALM DOWN DOHOON SSI  https://t.co/a8J7KpKi4g https://t.co/57BVdB0iOQ""}]"
Karpathy,person,seeded,\bkarpathy\b,False,609,458,95884,15411800,0.798,0.6092,0.95,2026-09-02,0.8757,2.59,use,609 originals at 61% ai_context_share; unambiguous surname.,"[{""id"": ""2090859011365056720"", ""day"": ""2026-08-21"", ""likes"": 11505, ""excerpt"": ""I still don't understand why everyone is not using this yet. Thanks to it, a year ago I increased my income to 17,000 dollars a month\n\nAndrey Karpathy, co-found""}, {""id"": ""2095122296428171615"", ""day"": ""2026-09-02"", ""likes"": 6476, ""excerpt"": ""Call me Andrej coz without Claude mai kaam nahi Karpathy""}, {""id"": ""2092171706773451120"", ""day"": ""2026-08-25"", ""likes"": 5142, ""excerpt"": ""So basically to earn 50k in Italy you gotta be Andrej Karpathy\n\nI hope I get an interview to just laugh in their faces https://t.co/WWHReIYGD5""}]"
Pollo AI,company,discovered,\bpollo ?ai\b,False,579,295,41397,8288293,0.2919,0.6339,0.96,2026-09-07,1.0699,2.97,use,DISCOVERED. 579 originals at 63% ai_context_share; requires the 'AI' so Spanish 'pollo' does not leak.,"[{""id"": ""2098336640997744921"", ""day"": ""2026-09-11"", ""likes"": 6306, ""excerpt"": ""ババアGTAが流行ってたので大阪MOD作ってみましたｗ\n飴ちゃんはチートアイテム\n\n🎬Pollo AI @PolloAIJP Seedance 2.5で作成 https://t.co/1BgPPHXYr7""}, {""id"": ""2093881388823204146"", ""day"": ""2026-08-30"", ""likes"": 2556, ""excerpt"": ""PolloAIのWan 3.0で魔法少女作ってみた✨\nWan 3.0、初めて使いましたが表現力が凄いですね。\n癖は強いですが、クレジットを気にしないなら、自分の制作スタイルには一番合ってるかも😆\nちなみに、PolloAIのプロプラン（2,000クレジット以上）ならWan 3.0が10日間無制限で使えるそうです！ htt""}, {""id"": ""2091347530722512984"", ""day"": ""2026-08-23"", ""likes"": 2063, ""excerpt"": ""PolloAIのSeedance 2.5で近接格闘作ってみた！\n今回はシンプルに殴り合い🥊\nSeedance 2.5、今なら1ヶ月間50%OFFだそうです😁 https://t.co/uqJIdk8pNn""}]"
PyTorch,concept,discovered,\bpytorch\b,False,568,313,33079,4222667,0.7606,0.4736,1.0,2026-09-01,1.2735,3.12,use,"DISCOVERED. 568 originals, 40/40 sampled.","[{""id"": ""2094403025636917421"", ""day"": ""2026-08-31"", ""likes"": 2698, ""excerpt"": ""EL GANADOR DEL HACKATHON DE ANTHROPIC HA PUBLICADO SU “EQUIPO DE INGENIERÍA” COMPLETO\n\n68 subagentes. 286 skills. 94 comandos. Licencia MIT.\n\nECC convierte Clau""}, {""id"": ""2095738631491321966"", ""day"": ""2026-09-04"", ""likes"": 2438, ""excerpt"": ""🔥 AI Engineer Roadmap - 2026\n\nStage 1: 🐍 Python\nStage 2: 🔧 Git + GitHub\nStage 3: 🗄️ SQL + Databases\nStage 4: 📊 Machine Learning Fundamentals\nStage 5: 🧠 Deep Lea""}, {""id"": ""2089568795421483369"", ""day"": ""2026-08-18"", ""likes"": 2388, ""excerpt"": ""In this (extremely long) video, I'll build a distributed training framework from first principles using PyTorch.\n\nWe'll derive everything from first principles,""}]"
AI Mode,product,discovered,\bAI mode\b,False,498,340,13151,3101102,0.741,0.9357,0.99,2026-09-02,1.3135,4.91,use,DISCOVERED. 498 originals at 94% ai_context_share; Google's AI Mode in Search.,"[{""id"": ""2090881518784897289"", ""day"": ""2026-08-21"", ""likes"": 2714, ""excerpt"": ""Apologies for our radio silence, it's been a bit of a busy week for us 😮‍💨. Here's what launched: \n\n— Our upgraded Notebook experience is now available to ALL u""}, {""id"": ""2093015228644770029"", ""day"": ""2026-08-27"", ""likes"": 847, ""excerpt"": ""I'm big into optimizing my airline miles and using them at the right time, so I'm excited about today's launch, where we’re making that much easier in Search! Y""}, {""id"": ""2090529357483610587"", ""day"": ""2026-08-20"", ""likes"": 719, ""excerpt"": ""We’re rolling out new features to help you tailor Search, Discover, and Google News to your interests. You’ll be able to:\n\n📰 Quickly add a site as a Preferred S""}]"
NijiJourney,company,discovered,\bniji ?journey\b,False,450,48,26021,265600,0.0933,0.5822,1.0,2026-09-15,1.0504,3.9,use,"DISCOVERED. 450 originals, 15/15 sampled; 9% English (Japanese AI-illustration community).","[{""id"": ""2092367470573285796"", ""day"": ""2026-08-25"", ""likes"": 1007, ""excerpt"": ""おはようございます\n#nijijourney https://t.co/exgCybwnrr""}, {""id"": ""2090617571313856897"", ""day"": ""2026-08-21"", ""likes"": 851, ""excerpt"": ""おはようございます😺\n#nijijourney https://t.co/zb25F7Cu5K""}, {""id"": ""2090206992073896149"", ""day"": ""2026-08-19"", ""likes"": 808, ""excerpt"": ""こんなのも😆\n#nijijourney https://t.co/ISbxAIPqKP""}]"
Hinton,person,seeded,\bhinton\b,False,437,346,56789,10150901,0.8993,0.2357,0.34,2026-09-10,2.3887,6.77,use_with_context,"437 originals, 2/15 sampled are Geoffrey Hinton.","[{""id"": ""2097810529339187515"", ""day"": ""2026-09-09"", ""likes"": 11031, ""excerpt"": ""“You just said that 10% doesn’t seem an unreasonable estimate that AI could kill all humans”\n\n“Yes”\n\n“Wow… oh my God.”\n\n@vicderbyshire speaks to Nobel Prize Win""}, {""id"": ""2098099537529208935"", ""day"": ""2026-09-10"", ""likes"": 7886, ""excerpt"": ""“You just said that 10% doesn’t seem an unreasonable estimate that AI could kill all humans”\n\n“Yes.”\n\n“Wow… oh my God.”\n\n“Yes.”\n\nListen to Nobel Prize Winner an""}, {""id"": ""2097083185880301631"", ""day"": ""2026-09-07"", ""likes"": 4167, ""excerpt"": ""Rodney Hinton Jr. is scheduled to stand trial for aggravated murder on October 5, 2026, for allegedly using his vehicle to strike a police officer after watchin""}]"
HUMAIN,company,discovered,\bHUMAIN\b,True,435,284,49317,19926038,0.3977,0.6023,0.8,2026-09-03,4.9813,22.26,use_with_context,"DISCOVERED. 435 originals at 60% ai_context_share; Saudi Arabia's AI company, peak lift 22. Matched case-sensitively on purpose.","[{""id"": ""2092933552581054777"", ""day"": ""2026-08-27"", ""likes"": 20419, ""excerpt"": ""QUE LA PROVIDENCE OFFRE UNE BIÈRE DE MA PART À L'HUMAIN QUI A EU CETTE LUMINEUSE IDÉE 🤩❤️❤️🤩🙏 https://t.co/lSzhKnZmQP""}, {""id"": ""2095206995682836507"", ""day"": ""2026-09-02"", ""likes"": 2713, ""excerpt"": ""تعيين الشاب خالد الشمري  في منصب مهندس رئيسي (Lead Engineer) في هيومان\n\nخلال فعاليات مؤتمر ليب (LEAP)\n\nرحّب الرئيس التنفيذي لشركة هيوماين (HUMAIN) بخالد الشمري ""}, {""id"": ""2095619879126593922"", ""day"": ""2026-09-03"", ""likes"": 2514, ""excerpt"": ""هذا الشخص تنازل عن عرض المليار ريال، واختار أن يكون وزير اتصالات في السعودية  \n\nطلبت منه خلال 3 دقائق أن يختصر لي قصته، كيف أصبح موظف في @HUMAIN وعمره أقل من 20""}]"
Sakana AI,company,seeded,\bsakana\b,False,431,337,51300,4352180,0.1555,0.3712,0.1,2026-09-11,1.7322,5.71,drop,"431 originals, 0/15 sampled are the lab (its 37% ai_context_share is Japanese AI-art posts that happen to contain 'fish').","[{""id"": ""2092170533366534430"", ""day"": ""2026-08-25"", ""likes"": 8787, ""excerpt"": ""今日の深夜１時から\n#サカナ山口ANN\n勝負のスペシャルウィーク！\n\nゲストは #大泉洋 さん\n北海道出身の二人が\nジンギスカンの鉄板くらい\nバチバチに喋ります！\n\nお風呂や仕事、宿題を済ませて\nぜひ、リアタイでお楽しみください！\n\n✉️sakana@allnightnippon.com\n\nこちらから\nhttps://""}, {""id"": ""2092276982906298848"", ""day"": ""2026-08-25"", ""likes"": 4600, ""excerpt"": ""／￣￣￣￣￣￣￣￣￣￣＼\nサカナクション山口一郎の\n　オールナイトニッポン\n＼＿＿＿ 第21回 ＿＿＿／\n\n🎙️ゲストは #大泉洋 さん\n\nニッポン放送に陣取り\n迎え打つ準備は万端です🔥\n\n✉️sakana@allnightnippon.com\n\nこのあと深夜１時から生放送！\nhttps://t.co/3Q3Uskhu""}, {""id"": ""2089721480632558002"", ""day"": ""2026-08-18"", ""likes"": 4186, ""excerpt"": ""When Sakana hits one of the Phase girls with his boob ray""}]"
LangChain,company,discovered,\blangchain\b,False,418,297,17555,4930876,0.811,0.512,1.0,2026-09-03,2.1918,6.79,use,"DISCOVERED. 418 originals, 15/15 sampled.","[{""id"": ""2089486802356961364"", ""day"": ""2026-08-17"", ""likes"": 3625, ""excerpt"": ""the models have no moat (OpenAI, Anthropic, XAI)\n\nthe IDEs have no moat (Cursor, Windsurf)\n\nthe harnesses have no moat (Cognition, Factory, LangChain)\n\nthe app ""}, {""id"": ""2098064142947033474"", ""day"": ""2026-09-10"", ""likes"": 1305, ""excerpt"": ""The Nebius AI Builder Program is now available.\nAI isn’t just a model you call anymore. It’s a system you build. And builders, not a few closed labs, will decid""}, {""id"": ""2089195669248778573"", ""day"": ""2026-08-17"", ""likes"": 830, ""excerpt"": ""AI Tools Ranked by Learning Curve\n\n🟢 ChatGPT — Very Easy\n🟢 Gemini — Very Easy\n🟢 Claude — Easy\n🟢 Perplexity — Easy\n🟢 GitHub Copilot — Easy\n\n🔵 Cursor — Medium\n🔵 L""}]"
Nscale,company,discovered,\bnscale\b,False,414,317,21658,7579881,0.814,0.7802,0.97,2026-09-03,1.7933,15.11,use,"DISCOVERED. 414 originals at 78% ai_context_share; the AI cloud in Anthropic's $45B compute deal, peak lift 15.","[{""id"": ""2095499507991744723"", ""day"": ""2026-09-03"", ""likes"": 3494, ""excerpt"": ""Today, we’re partnering with Nscale to deploy up to 100,000 GPUs on the NVIDIA Vera Rubin Platform\n\nWe're committing $3.5 billion initially, with plans to scale""}, {""id"": ""2095499534940185022"", ""day"": ""2026-09-03"", ""likes"": 2741, ""excerpt"": ""Today, Figure is partnering with Nscale to deploy up to 100,000 GPUs on the NVIDIA Vera Rubin Platform\n\nWe're committing $3.5 billion initially, with plans to s""}, {""id"": ""2092678309712671145"", ""day"": ""2026-08-26"", ""likes"": 1835, ""excerpt"": ""Anthropic to spend $45 billion it doesn’t have on chips that haven’t been shipped to a company (Nscale) that has yet to start building the data center to put th""}]"
LLMO,concept,discovered,\bllmo\b,False,406,178,3858,549862,0.0197,0.6453,0.97,2026-09-12,0.9836,3.87,use,DISCOVERED. 406 originals at 65% ai_context_share and only 2% English - a Japanese SEO-for-LLMs term.,"[{""id"": ""2098594972782260635"", ""day"": ""2026-09-12"", ""likes"": 571, ""excerpt"": ""LLMO業者「御社、LLMO対策されてますか？」\nワイ「何それ？」\n\nLLMO業者「ChatGPTやGeminiに御社を推薦してもらうための対策です」\nワイ「何したら推薦されるの？」\n\nLLMO業者「AIに評価されるコンテンツを作ります」\nワイ「AIの何に評価されるの？」\n\nLLMO業者「LLMです」""}, {""id"": ""2092877375302431021"", ""day"": ""2026-08-27"", ""likes"": 268, ""excerpt"": ""AI経由流入っていまSNS流入を上回ってんのか。衝撃的ですね。\n\n自然検索：51％ → 42％\nAIプラットフォーム：0.1％ → 6.2％\nSNS：7.4％ → 6.1％\n\nというトラフィックの調査結果があって、34億セッションとかいう規模を調べてこの数字らしい。\nhttps://t.co/rke8nV1Qm2\nAI""}, {""id"": ""2089380292758773930"", ""day"": ""2026-08-17"", ""likes"": 147, ""excerpt"": ""If yall seeing that Jordan guy disrespecting MO just leave it alone. He’s obviously late on some payments and needs his bills paid so he’s looking for engagemen""}]"
Baidu,company,seeded,\bbaidu\b,False,387,305,8079,1241792,0.6563,0.3437,0.48,2026-08-18,1.0159,5.09,use_with_context,"387 originals; roughly half the sample is the AI/robotaxi company, the rest corporate or fandom.","[{""id"": ""2090621157087064304"", ""day"": ""2026-08-21"", ""likes"": 1024, ""excerpt"": ""&gt; be Andrew Ng\n&gt; Stanford. teach ML to a few hundred students.\n&gt; 2011. put the course online instead. 100,000 sign up.\n&gt; realize the classroom was n""}, {""id"": ""2099083105789419672"", ""day"": ""2026-09-13"", ""likes"": 905, ""excerpt"": ""It's an infamous Baidu legend. \n\nDario was having lunch one day at the Baidu cafeteria, bragging to his tablemates about how Italians invented pasta. \n\nA Chines""}, {""id"": ""2089390434631991457"", ""day"": ""2026-08-17"", ""likes"": 769, ""excerpt"": ""NEW - Trump-backed World Liberty Financial is collaborating with a Hong Kong AI-venture that offers AI models built by Alibaba, Baidu, Z-ai and other Chinese fi""}]"
Scale AI,company,seeded,\bscale ai\b,False,373,319,20267,2703608,0.9651,0.9759,0.98,2026-09-10,2.0901,6.33,use,373 originals at 98% ai_context_share.,"[{""id"": ""2097851676170596808"", ""day"": ""2026-09-10"", ""likes"": 2940, ""excerpt"": ""IREN is partnering with NVIDIA to accelerate deployment of large-scale AI factories by combining NVIDIA’s DSX AI factory architecture with IREN’s expertise acro""}, {""id"": ""2091911938947035434"", ""day"": ""2026-08-24"", ""likes"": 2032, ""excerpt"": ""Nvidia today announced that @SpaceXAI will deploy Vera CPUs to accelerate its next generation of agentic AI applications.\n\n\""SpaceXAI plans to expand its AI infr""}, {""id"": ""2091879175749784010"", ""day"": ""2026-08-24"", ""likes"": 1205, ""excerpt"": ""We have entered a strategic partnership with Porsche AG to accelerate the future of AI-powered mobility. As part of this collaboration, TCS will acquire MHP, Po""}]"
Aschenbrenner,person,discovered,\baschenbrenner\b,False,373,270,50425,15905983,0.8311,0.3673,0.92,2026-09-11,2.0209,9.91,use,"DISCOVERED. 373 originals, 13/15 sampled; almost all about the collapse of his $45B AI fund, peak lift 9.9.","[{""id"": ""2092996661811306807"", ""day"": ""2026-08-27"", ""likes"": 6285, ""excerpt"": ""JUST IN: Leopold Aschenbrenner reportedly promised his bride he would someday buy her \""a galaxy\"" days before his heavily leveraged AI hedge fund crashed. https:""}, {""id"": ""2094853671439769932"", ""day"": ""2026-09-01"", ""likes"": 3934, ""excerpt"": ""Leopold Aschenbrenner's complete updated holdings\n\nTop tier:\n• SanDisk $SNDK [Long, 28.1%]\n• Micron $MU [Long, 27.6%]\n\nSecond tier:\n• Bloom Energy $BE [Long, 9.""}, {""id"": ""2099871406712402360"", ""day"": ""2026-09-15"", ""likes"": 3108, ""excerpt"": ""Leopold Aschenbrenner's complete updated holdings including newly added option calls\n\nTop tier:\n• SanDisk $SNDK [Long, 28.1%]\n• Micron $MU [Long, 27.6%]\n\nSecond""}]"
Claudeforce,product,discovered,\bclaudeforce\b,False,362,315,28311,9928736,0.6464,0.6436,0.95,2026-08-27,1.3603,11.1,use,"DISCOVERED. 362 originals at 64% ai_context_share; the Salesforce x Anthropic product, peak lift 11 on 2026-08-27.","[{""id"": ""2093028886800109914"", ""day"": ""2026-08-27"", ""likes"": 9766, ""excerpt"": ""Welcome Claudeforce. ❤️ https://t.co/rk0M1cFhCG""}, {""id"": ""2092705110082347011"", ""day"": ""2026-08-26"", ""likes"": 3075, ""excerpt"": ""Claudeforce is here. ⚡️ The #1 AI (Claude) now runs natively on the #1 CRM (Salesforce). Through the new AIforce harness + Headless 360, Claude gets direct, gov""}, {""id"": ""2092741578045497762"", ""day"": ""2026-08-26"", ""likes"": 1329, ""excerpt"": ""Marc @Benioff + @DarioAmodei. Live on @CNBCFastMoney.\n\nWatch as they talk Salesforce + @AnthropicAI, the Claudeforce partnership, and what’s next for enterprise""}]"
Apple Intelligence,product,seeded,\bapple intelligence\b,False,340,290,65022,5023590,0.5176,0.3382,1.0,2026-09-09,1.9306,8.51,use,"340 originals, 15/15 sampled; peak lift 8.5 around the iOS 27 launch.","[{""id"": ""2100004323447164956"", ""day"": ""2026-09-15"", ""likes"": 27350, ""excerpt"": ""I miss the old Apple Intelligence https://t.co/OxpM0dYEBl""}, {""id"": ""2098007309091815476"", ""day"": ""2026-09-10"", ""likes"": 11895, ""excerpt"": ""iPhone Duo: R$ 30.999\nGol 2013: R$ 30.992\n\nO Gol não tem Apple Intelligence, mas tem uma tecnologia revolucionária chamada ir de um lugar para outro. https://t.""}, {""id"": ""2097742464673354158"", ""day"": ""2026-09-09"", ""likes"": 7237, ""excerpt"": ""The new Apple health app is redesigned with Apple Intelligence so you can actually get personalized guidance on all that data. Finally \n\nThere's even a new \""Hea""}]"
AIGC,concept,discovered,\baigc\b,False,339,207,13948,2236080,0.292,0.4012,1.0,2026-09-02,1.0946,4.64,use,"DISCOVERED. 339 originals, 15/15 sampled; the Chinese term for AI-generated content.","[{""id"": ""2091280318880006488"", ""day"": ""2026-08-22"", ""likes"": 3252, ""excerpt"": ""AIGC 这三年飞速发展\n\n看看 seedance 2.5 的效果吧\n\n这条成本¥40 https://t.co/OA1jhNO8Ru""}, {""id"": ""2092179245628006689"", ""day"": ""2026-08-25"", ""likes"": 1443, ""excerpt"": ""#AIGC #furry #兽人 #獣人 #furrymale #AIart️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️ https://t.co/iTZLsnkWDF""}, {""id"": ""2093867003794903086"", ""day"": ""2026-08-30"", ""likes"": 1283, ""excerpt"": ""【AIGC】哥哥\n哥哥，你会满足我这点小小的要求的，对吧？ https://t.co/Bt7PiaXPLp""}]"
SeaArt,company,discovered,\bseaart\b,False,331,95,35306,14026060,0.3927,0.6193,0.96,2026-09-03,0.9963,5.55,use,DISCOVERED. 331 originals at 62% ai_context_share.,"[{""id"": ""2090991397189116234"", ""day"": ""2026-08-22"", ""likes"": 3643, ""excerpt"": ""アーリャ\n#AIart\n#AIイラスト\n#SeaArt \n#時々ボソッとロシア語でデレる隣のアーリャさん\n#ロシデレ\n#アリサ・ミハイロヴナ・九条\n#アーリャ \n#アーリャさん https://t.co/BqChJ5EBv1""}, {""id"": ""2093268176910139849"", ""day"": ""2026-08-28"", ""likes"": 3194, ""excerpt"": ""Turn your AI creativity into rewards with SeaArt. Create and share AI images or videos, connect with a global creator community, and unlock opportunities for ca""}, {""id"": ""2090776264709935320"", ""day"": ""2026-08-21"", ""likes"": 2945, ""excerpt"": ""マンゴーのこと考えてたらお腹空いちゃった。SeaArtの夏、満喫中！🥭 https://t.co/2JHs5eV8JG""}]"
Dwarkesh,person,discovered,\bdwarkesh\b,False,284,258,64791,17836469,0.8979,0.4437,0.96,2026-09-03,1.1955,5.75,use,"DISCOVERED. 284 originals, 14/15 sampled are Dwarkesh Patel.","[{""id"": ""2095542398084415952"", ""day"": ""2026-09-03"", ""likes"": 27344, ""excerpt"": ""Pause AI Development NOW\n\nI want to share with you a conversation I heard about recently. Here are just a few lines that were said:\n\n“OH MY GOD! There is a shar""}, {""id"": ""2090832068976779699"", ""day"": ""2026-08-21"", ""likes"": 4471, ""excerpt"": ""Elon Musk says the AI boom hits a WALL this year when we run out of power to run the chips.\n\nHe says the whole industry is about to learn a hard lesson in hardw""}, {""id"": ""2092814059657949231"", ""day"": ""2026-08-27"", ""likes"": 2699, ""excerpt"": ""Ox Alpha was doing 100T tokens/day, so many thought it was Gemini.\n\nTurns out it's GLM-5.3-Flash on Chinese chips.\n\nJensen was right on Dwarkesh podcast: export""}]"
TensorFlow,concept,discovered,\btensorflow\b,False,281,80,3789,279565,0.8505,0.7224,0.98,2026-09-01,1.132,8.01,use,DISCOVERED. 281 originals at 72% ai_context_share.,"[{""id"": ""2091580446333354212"", ""day"": ""2026-08-23"", ""likes"": 589, ""excerpt"": ""Python + Pandas → Data Manipulation\nPython + Scikit-learn → ML Engineering\nPython + TensorFlow → Deep Learning\nPython + Matplotlib → Data Visualization\nPython +""}, {""id"": ""2090816241367695653"", ""day"": ""2026-08-21"", ""likes"": 266, ""excerpt"": ""Modern Multivariate Modeling: Regression, Classification, and Manifold Learning! #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Pyth""}, {""id"": ""2093315750673219989"", ""day"": ""2026-08-28"", ""likes"": 226, ""excerpt"": ""TensorFlow's downfall needs to be studied.""}]"
o4,product,seeded,\bo4\b,True,267,138,8515,1930930,0.7828,0.0375,0.04,2026-09-09,0.8775,5.07,drop,"267 originals, 0/15 sampled are the model.","[{""id"": ""2090712276907221048"", ""day"": ""2026-08-21"", ""likes"": 1480, ""excerpt"": ""普通にオマエも虚言送ってんのヤバいけどな笑笑\nということはこの人達のツイートの中には虚言が混ざっているので本当に気にしなくていいということです。\n疑い続けるo4活ほど楽しくないものはないからね〜😀 https://t.co/WWeWdN3FoP""}, {""id"": ""2091186233263448198"", ""day"": ""2026-08-22"", ""likes"": 412, ""excerpt"": ""🐚隈を去れと言っているのではなく、壁🟥を見る前にo4をもっと知った方がいいですよ^ ^\n本当ににズレてる https://t.co/QKRtio53W0""}, {""id"": ""2093920102857032113"", ""day"": ""2026-08-30"", ""likes"": 209, ""excerpt"": ""\""SILI DALE\"" 😕\n\nEsto dijo @diffrent_200 sobre la posible ausencia de @Silithur en Dedsafío 4\n\n#Dedsafío4 #minecraftㅤ #teammafia https://t.co/UoVAv7ThnB""}]"
Stable Diffusion,product,seeded,\bstable diffusion\b,False,263,187,5779,655704,0.308,0.5361,1.0,2026-09-09,0.702,4.78,use,"263 originals, 15/15 sampled.","[{""id"": ""2091903300807598133"", ""day"": ""2026-08-24"", ""likes"": 759, ""excerpt"": ""神了，有人把Qwen模型训成了一个生图模型？？\n\n有人干了个很抽象的实验：\n\n直接拿 Qwen 做强化学习，让一个 Coding Model 学会用 JavaScript 画水彩画。\n\n没有 Stable Diffusion，没有 Flux，也不是调用什么图片 API。\n\n每一张图背后，真的是 Qwen 自己写出来的一""}, {""id"": ""2099323272689009130"", ""day"": ""2026-09-14"", ""likes"": 630, ""excerpt"": ""Não duvidem que essa proibição de IA seja pelo monopólio.\n\nNo começo do Stable diffusion, vazou um documento do lobby da OpenAi e Anthropic junto ao congresso d""}, {""id"": ""2090953588474527751"", ""day"": ""2026-08-22"", ""likes"": 322, ""excerpt"": ""新しい女の子のモデルをちまちま作ってるんだけど🐱\nときどき謎のタンク？みたいなのが出てくるのはなんでだろ～😵‍💫\nStable Diffusionはいまだに謎が多すぎる⚡ https://t.co/wCP7e8gSaV""}]"
RunwayML,company,seeded,\brunwayml\b,False,243,145,9400,1252475,0.9424,0.1564,1.0,2026-09-10,1.1943,7.29,use,"243 originals, 15/15 sampled; the precise form of the ambiguous 'Runway'.","[{""id"": ""2100026646665568596"", ""day"": ""2026-09-16"", ""likes"": 1031, ""excerpt"": ""The Japan IP AI Co-Creation Conference, co-hosted by KAGAMI AI and MiniMax, has officially concluded. 🇯🇵 🎉\n\nWe brought together more than 150 companies from Jap""}, {""id"": ""2093974250801479802"", ""day"": ""2026-08-30"", ""likes"": 471, ""excerpt"": ""ちょっとした変身ネタですが女賢者のドラゴラムです。\n8月でrunwaymlのUnlimitedが終了予定でしたが11月末まで延長してくれたみたいですね。まだ解約してなかったので助かりました。\nとはいえ3カ月なので終わった後どうしていくかは考えないとですが、、 https://t.co/7rrdo7k05B""}, {""id"": ""2096961496261812336"", ""day"": ""2026-09-07"", ""likes"": 437, ""excerpt"": ""Testing Seedance 2.5 on @runwayml with authentic 80s television drama\n\nThe restrained performances, optical zooms, and that soft analog broadcast quality make t""}]"
DALL-E,product,seeded,\bdall[-·–]e\b,False,243,87,16137,1179943,0.7984,0.2798,0.98,2026-08-25,0.4699,4.03,use,243 originals after requiring the hyphen/middot; 8/8 spot-checked.,"[{""id"": ""2091405604418171026"", ""day"": ""2026-08-23"", ""likes"": 8335, ""excerpt"": ""PAID VERSION → FREE ALTERNATIVE\n\n1. ChatGPT Plus → Google Gemini\n2. Netflix Premium → Tubi\n3. Spotify Premium → SoundCloud\n4. YouTube Premium → NewPipe\n5. Canva""}, {""id"": ""2091264312534839664"", ""day"": ""2026-08-22"", ""likes"": 4106, ""excerpt"": ""genuinley i wish DALL-E 2 was the end of it. it was really cool and good in the correct ways and awful in the important ways. loved it. this image of them compa""}, {""id"": ""2090587203218932010"", ""day"": ""2026-08-20"", ""likes"": 1043, ""excerpt"": ""MNHAGAI !\n\nA term/flag for all machines, robots, androids, AI, AGI, etc. that are against generative AI (chatGPT, Journey, DALL-E, https://t.co/22QYM1JzZc, and ""}]"
Windsurf,product,seeded,\bwindsurf\b,False,241,212,30535,2472405,0.7137,0.5062,0.87,2026-08-29,0.7215,5.03,use,"241 originals at 51% ai_context_share, 11/15 sampled are the editor.","[{""id"": ""2093653763194064947"", ""day"": ""2026-08-29"", ""likes"": 5318, ""excerpt"": ""Anthropic head of compute saying that they won't pull from cursor because it's a bad thing to do. Never mind the fact that they did exactly that to windsurf. An""}, {""id"": ""2093543108491530308"", ""day"": ""2026-08-29"", ""likes"": 5188, ""excerpt"": ""@NotTomBrown Maybe you changed your ways, but we all remember what you did to Windsurf, which was infinitely nastier.  More likely answer is that you can’t do t""}, {""id"": ""2093552611245142018"", ""day"": ""2026-08-29"", ""likes"": 3719, ""excerpt"": ""When Elon acquires Cursor\nOpenAI cuts off Cursor\n\nWhen OpenAI tried to acquire Windsurf\nAnthropic cut off Windsurf\n\nNot your weights, not your product.""}]"
Boston Dynamics,company,seeded,\bboston dynamics\b,False,240,221,45063,2300365,0.7417,0.1208,0.94,2026-09-10,0.5972,4.51,use,"240 originals, 14/15 sampled.","[{""id"": ""2090649426419449962"", ""day"": ""2026-08-21"", ""likes"": 27969, ""excerpt"": ""the Boston dynamics robot dog things are creepy but the Chinese humanoid robots are extremely whimsical. They're always doing some slapstick shit""}, {""id"": ""2094187837469921617"", ""day"": ""2026-08-30"", ""likes"": 9018, ""excerpt"": ""Had an inebriated flash of 2030s Twitter discourse: “is it zoophilia if someone straps a knotted dildo to a Boston dynamics robot dog and then fucks it?”""}, {""id"": ""2091612406900564407"", ""day"": ""2026-08-23"", ""likes"": 1432, ""excerpt"": ""After watching clips of China's humanoid Olympics... \n\nI think we're cooked chat. \n\nStill can't believe $GOOGL sold Boston Dynamics, don't think we have another""}]"
